kegg	kegg_ncbi	lastmajorreleaseaccession	similarity	assemblystatus	g	lineage	status
SVT	GCA_000830005.1	GCF_000830005.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SALS	GCA_000827005.1	GCF_000827005.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
STRE	GCA_000816025.1	GCF_000816025.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SPLU	GCA_000802245.2	GCF_000802245.2	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
STRD	GCA_000772045.1	GCF_000772045.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SGU	GCA_000761215.1	GCF_000761215.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SLV	GCA_000739105.1	GCF_000739105.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SALU	GCA_000695235.1	GCF_000695235.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SCI	GCA_000444875.1	GCF_000444875.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
STRM	GCA_000412265.2	GCF_000412265.2	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SFI	GCA_000385945.1	GCF_000385945.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
STRP	GCA_000364805.1	GCF_000364805.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SHO	GCA_000340845.1	GCF_000340845.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SGB	GCA_000261345.2	GCF_000261345.2	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SHY	GCA_000245355.1	GCF_000245355.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SCY	GCA_000240165.1	GCF_000240165.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SCT	GCA_000237305.1	GCF_000237305.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SSX	GCA_000177195.2	GCF_000177195.2	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SFA	GCA_000176115.2	GCF_000176115.2	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SVL	GCA_000147815.3	GCF_000147815.2	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SBH	GCA_000092385.1	GCF_000092385.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SCB	GCA_000091305.1	GCF_000091305.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
SGR	GCA_000010605.1	GCF_000010605.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	OK
STRI	GCA_003258605.2	GCF_003258605.2	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptacidiphilus	OK
KIT	GCA_002943525.1	GCF_002943525.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora	OK
KAU	GCA_002082605.1	GCF_002082605.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Kitasatospora	OK
KAB	GCA_002082585.1	GCF_002082585.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Kitasatospora	OK
KSK	GCA_000269985.1	GCF_000269985.1	identical	Complete Genome	Streptomycetales	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Kitasatospora	OK
TRZ	GCA_010365865.1	GCF_010365865.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema; unclassified Treponema	OK
TRM	GCA_000775995.1	GCF_000775995.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema; unclassified Treponema	OK
TPHG	GCA_008152505.1	GCF_008152505.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TPK	GCA_000755145.1	GCF_000755145.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TPAS	GCA_000604125.1	GCF_000604125.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TPED	GCA_000447675.1	GCF_000447675.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
SCD	GCA_000219725.1	GCF_000219725.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TPL	GCA_000217655.1	GCF_000217655.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TPI	GCA_000214375.1	GCF_000214375.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TAZ	GCA_000214355.1	GCF_000214355.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TBE	GCA_000212415.1	GCF_000212415.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TSU	GCA_000195275.1	GCF_000195275.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TPA	GCA_000008605.1	GCF_000008605.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
TDE	GCF_000008185.1	GCF_000008185.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema	OK
SPER	GCA_008329945.1	GCF_008329945.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta	OK
SFC	GCA_000242595.3	GCF_000242595.2	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta	OK
STQ	GCA_000184345.2	GCF_000184345.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta	OK
STA	GCA_000147075.1	GCF_000147075.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta	OK
SGP	GCA_000236685.1	GCF_000236685.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Sphaerochaeta	OK
SCC	GCA_000208385.1	GCF_000208385.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Sphaerochaeta	OK
SBU	GCA_000190435.1	GCF_000190435.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Sphaerochaeta	OK
SSM	GCA_000143985.1	GCF_000143985.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Sediminispirochaeta	OK
SLR	GCA_000507245.1	GCF_000507245.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Salinispira	OK
OCK	GCA_008329965.1	GCF_008329965.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Oceanispirochaeta; unclassified Oceanispirochaeta	OK
BMAY	GCA_001936295.1	GCF_001936295.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BGC	GCA_001922545.1	GCF_001922545.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BAFE	GCA_000962775.1	GCF_000962775.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BAFT	GCA_000741005.1	GCF_000741005.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BVT	GCA_000739475.1	GCF_000739475.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BGS	GCA_000691545.1	GCF_000691545.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BBUR	GCA_000444465.1	GCF_000444465.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BAFH	GCA_000304735.1	GCF_000304735.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BGN	GCA_000300045.1	GCF_000300045.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BGB	GCA_000239475.1	GCF_000239475.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BAFZ	GCA_000222835.1	GCF_000222835.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BBS	GCA_000222305.1	GCF_000222305.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BGA	GCA_000196215.1	GCF_000196215.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BBJ	GCA_000166655.2	GCF_000166655.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BBN	GCA_000166635.2	GCF_000166635.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BBZ	GCA_000021405.1	GCF_000021405.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BBU	GCF_000008685.2	GCF_000008685.2	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella	OK
BTUR	GCA_003606285.1	GCF_003606285.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BANE	GCA_001936255.1	GCF_001936255.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BHI	GCA_000956315.1	GCF_000956315.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BMIY	GCA_000807295.1	GCF_000807295.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BPAK	GCA_000512145.2	GCF_000512145.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BMO	GCA_000445425.4	GCF_000445425.4	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BRE	GCA_000019705.1	GCF_000019705.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BDU	GCA_000019685.1	GCF_000019685.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
BTU	GCA_000012085.2	GCF_000012085.2	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia	OK
TPX	GCA_000266885.1	GCF_000266885.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Turneriella	OK
LWL	GCA_006874745.1	GCF_006874745.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LKM	GCA_003722295.1	GCF_003722295.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LMAY	GCA_003429505.1	GCF_003429505.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LAJ	GCA_001729245.1	GCF_001729245.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LIS	GCA_000941035.1	GCF_000941035.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LST	GCA_000313175.2	GCF_000313175.2	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LIE	GCA_000231175.1	GCF_000231175.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LIL	GCF_000092565.1	GCF_000092565.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LBI	GCA_000017685.1	GCF_000017685.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LBF	GCA_000017605.1	GCF_000017605.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LBJ	GCA_000013965.1	GCF_000013965.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LBL	GCA_000013945.1	GCF_000013945.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
LIC	GCA_000007685.1	GCF_000007685.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Leptospirales; Leptospiraceae; Leptospira	OK
BHP	GCA_002214805.1	GCF_002214805.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
BHD	GCA_001676785.2	GCF_001676785.2	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
BPIP	GCA_000325665.1	GCF_000325665.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
BPJ	GCA_000296575.1	GCF_000296575.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
BIP	GCA_000223215.1	GCF_000223215.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
BPO	GCA_000143725.1	GCF_000143725.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
BRM	GCA_000092845.1	GCF_000092845.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
BHY	GCA_000022105.1	GCF_000022105.1	identical	Complete Genome	Spirochaetes	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira	OK
PBS	GCA_000165715.3	GCF_000165715.2	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Rubinisphaera	OK
PEH	GCA_007752345.1	GCF_007752345.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctopirus	OK
PLM	GCA_000092105.1	GCF_000092105.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctopirus	OK
PLH	GCA_001610895.1	GCF_001610895.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces; unclassified Planctomyces	OK
PLS	GCA_001610835.1	GCF_001610835.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces; unclassified Planctomyces	OK
GIM	GCA_009720525.1	GCF_009720525.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Gimesia; unclassified Gimesia	OK
GMR	GCA_008298035.1	GCF_008298035.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Gimesia	OK
FMR	GCA_001983935.1	GCF_001983935.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Fuerstia	OK
BVO	GCA_007748115.1	GCF_007748115.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Bremerella	OK
TTF	GCA_002277955.1	GCF_002277955.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Thermoguttaceae; Thermogutta	OK
RUL	GCA_008065135.1	GCF_008065135.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae; Roseimaritima	OK
RBA	GCF_000196115.1	GCF_000196115.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae; Rhodopirellula	OK
PIR	GCA_001610875.1	GCF_001610875.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae; Pirellula; unclassified Pirellula	OK
PSL	GCA_000025185.1	GCF_000025185.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae; Pirellula	OK
MFF	GCA_008087665.1	GCF_008087665.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae; Mariniblastus	OK
LPAV	GCA_009177095.1	GCF_009177095.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Lacipirellulaceae; Lacipirellula	OK
SACI	GCA_000242455.3	GCF_000242455.2	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Isosphaerales; Isosphaeraceae; Singulisphaera	OK
PBOR	GCA_001956985.1	GCF_001956985.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Isosphaerales; Isosphaeraceae; Paludisphaera	OK
IPA	GCA_000186345.1	GCF_000186345.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Isosphaerales; Isosphaeraceae; Isosphaera	OK
AGV	GCA_008087625.1	GCF_008087625.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Isosphaerales; Isosphaeraceae; Aquisphaera	OK
LRS	GCA_008254045.1	GCF_008254045.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Limnoglobus	OK
GES	GCA_001610855.1	GCF_001610855.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Gemmata; unclassified Gemmata	OK
GOG	GCA_003149495.1	GCF_003149495.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Gemmata	OK
PBP	GCA_002117005.1	GCF_002117005.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Phycisphaerae; Sedimentisphaerales; Sedimentisphaeraceae; Sedimentisphaera	OK
PBU	GCA_001997385.1	GCF_001997385.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Phycisphaerae; Sedimentisphaerales; Sedimentisphaeraceae; Sedimentisphaera	OK
PBAS	GCA_001999965.1	GCF_001999965.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Phycisphaerae; Sedimentisphaerales; Sedimentisphaeraceae; Limihaloglobus	OK
ALUS	GCA_002007645.1	GCF_002007645.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Phycisphaerae; Sedimentisphaerales; Anaerohalosphaeraceae; Anaerohalosphaera	OK
PHM	GCA_000284115.1	GCF_000284115.1	identical	Complete Genome	Planctomycetes	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; Phycisphaera	OK
